ID;EMPRENDIMENTO;Bairro;Endereço;Nº da unidade;Área Privativa (m2);N˚ Dorms.;Nº Suítes;N˚ Vagas;Ano Const.;Observações;Valor Condomínio;Valor IPTU;Valor de venda (R$);Valor M2 (R$ / m2);Link das Fotos sem marca d´água
601251022-131;Villa Tivoli ;Indianópolis;Açocê, 530;111;405;5;4;4;1990;Maravilhosa cobertura em Indianópolis ;R$ 6.100,00;R$ 27.500,00;R$ 6.900.000,00;R$ 17.037,04;https://drive.google.com/drive/folders/191UTgn7IsdrVA37aF5ISolYuPzc4f7-S
601251022-130;Casa comercial ;Jardim Paulista ;General Mena Barreto, 756;x;188;0;0;3;1993;Maravilhosa casa comercial no Jardim Paulista ;R$ 0,00;R$ 19.500,00;R$ 2.900.000,00;R$ 15.425,53;https://drive.google.com/drive/folders/1FV5vHtVnriRtmMc5tgVsyU6x3-1dSE7j
601251218-2;Terraças Tatuapé ;Vila Regente Feijó ;Gragório de Matos, 99;93;137;3;3;2;2010;Maravilhoso apartamento na Vila Regente Feijó;R$ 1.510,00;R$ 5.069,00;R$ 1.700.000,00;R$ 12.408,76;https://drive.google.com/drive/folders/1heJLNAERny6kL9xrl9bLEAIDhPBUy2pL
601251054-65;Sinhazinha ;Jardim Paulista ;Alameda Franca, 1034;21;83;2;1;1;1977;Ótimo apartamento no Jardim Paulista ;R$ 1.081,00;R$ 502,00;R$ 915.000,00;R$ 11.024,10;https://drive.google.com/drive/folders/1gKcFteMEAYFJgoTR-ID9cTX13srXP83l
601251032-67;Casa ;Vila Cruzeiro ;Albino Baldasso Gabril, 68;x;383;3;1;2;1980;Maravilhosa casa na Vila Cruzeiro ;R$ 0,00;R$ 7.518,20;R$ 1.299.000,00;R$ 3.391,64;https://drive.google.com/drive/folders/1QzOoOH5ZhD37FwxSusfoZAK-rt8nQTeU
601251165-50;Lumiere Residence ;Chácara Klabin ;Charles Astor, 226;124;123;3;3;2;2024;Maravilhoso apartamento na Chácara Klabin ;R$ 1.350,00;R$ 1.500,00;R$ 2.049.000,00;R$ 16.658,54;https://drive.google.com/drive/folders/1QflG8BOc--1awKsfXkDNnyWzXnsokiFr
601251165-48;Habitarte 2 ;Brooklin;Michigan, 470;2204 torre 1 ;128;2;2;3;2017;Maravilhoso apartamento no Brooklin ;R$ 1.600,00;R$ 6.500,00;R$ 2.449.000,00;R$ 19.132,81;https://drive.google.com/drive/folders/184yt-1PueZQjqxWHSZF_R-ha7EMep-W4
601251165-46;Irlanda ;Vila Nova Conceição;Doutor Eduardo de Souza Aranha, 122;53;91;3;2;1;1972;Ótimo apartamento na Vila Nova Conceição ;R$ 1.500,00;R$ 700,00;R$ 1.149.000,00;R$ 12.626,37;https://drive.google.com/drive/folders/1X_8g34GdoTy8jqGBn1sxG6Djp0JZorps
601251032-70;Helbor Edition Vila Nova ;Vila Nova Conceição;Gararu, 202;62;112;2;2;2;2013;Maravilhoso apartamento na Vila Nova Conceição;R$ 3.190,00;R$ 11.500,00;R$ 2.489.000,00;R$ 22.223,21;https://drive.google.com/drive/folders/1WPibkJFdBZEZfG-vBV3CYMCGyh4-eFSw
601251010-335;Elisabetta Capellano ;Vila Olímpia ;Doutor Cardoso de Melo, 820;23;83;2;0;1;1985;Lindo apartamento na Vila Olímpia ;R$ 655,00;R$ 2.653,00;R$ 1.090.000,00;R$ 13.132,53;https://drive.google.com/drive/folders/1qKf7GQjHA7iCWz_umaKDWA6GyHVwb2dC
602011012-23;Pegasus ;Vila Santa Catarina;Contos Gauchescos, 82;92;74;3;1;2;1998;Lindo apartamento na Vila Santa Catarina ;R$ 1.365,00;R$ 217,00;R$ 550.000,00;R$ 7.432,43;https://drive.google.com/drive/folders/1FbTBfjhHYbMDH0Aanu9tVSwJeZK_A4Z2
601251038-27;Nik Alves Guimarães ;Pinheiros;Alves Guimarães, 105;304;26;1;0;0;;Ótimo estúdio em Pinheiros ;R$ 607,00;R$ 0,00;R$ 535.000,00;R$ 20.576,92;https://drive.google.com/drive/folders/1iAdLXuwzumb65BLcMF378-_E8M7loKIw
601251114-20;Voturuna Eco Park ;Araçariguama - São Paulo ;Cascata, lote 3 quadra 94;;930;5;3;9;2023;Maravilhosa casa de condomínio em Araçariguama - São Paulo ;R$ 930,00;R$ 880,00;R$ 5.500.000,00;R$ 5.913,98;https://drive.google.com/drive/folders/1GUTOQgwQzWfe_e9dyEYJPeBGuunI6XH6
601251018-64;Bella Vista Paulicéia ;Bela Vista ;Francisca Miquelina, 277;1401;38;1;0;0;2021;Ótimo estúdio na Bela Vista ;R$ 606,00;R$ 0,00;R$ 340.000,00;R$ 8.947,37;https://drive.google.com/drive/folders/1Owfa0dkkHiSnpsUlKwaKwcBmkI7B7zoa
601251076-208;Marcio;Pompéia ;Raul Pompéia, 1100;154;92;3;1;2;2002;Ótimo apartamento na Pompéia ;R$ 846,00;R$ 1.728,00;R$ 989.000,00;R$ 10.750,00;https://drive.google.com/drive/folders/1-oqid7GyYwkM5GulCPsoMd5xHOAZA7yK
601251084-165;Solar Paulista ;Cerqueira César;Melo Alves, 635;21;396;3;2;3;1975;Maravilhoso apartamento na Cerqueira César ;R$ 4.995,00;R$ 22.228,00;R$ 4.598.000,00;R$ 11.611,11;https://drive.google.com/drive/folders/1jc2dCduBGYgSjm1cz3KVhuqBJg2wPk7v
601251099-124;Twin Towers 2;Moema;Jurupis, nº 800;23A;70;2;2;1;2002;Magnífico Duplex em Moema;R$ 1.364,00;R$ 4.009,00;R$ 1.020.000,00;R$ 14.571,43;https://drive.google.com/drive/folders/18493CsASlTV15E-2ME8RR6VCLYQ-NmDB?usp=sharing
601181065-6;Casa/sobrado;Penha de França;Maria Emília, 102;x;213;4;0;4;;Maravilhoso sobrado na Penha de França;R$ 0,00;R$ 4.568,50;R$ 1.783.700,00;R$ 8.374,18;https://drive.google.com/drive/folders/1psV_heSXgU3x8q6js80SwziEkwVrNC2n
601251047-1002;Excellence Klabin ;Vila Mariana ;Rua Pedro Pomponazzi, 129;201;216;3;3;4;2009;Maravilhoso apartamento na Vila Mariana;R$ 3.600,00;R$ 2.265,00;R$ 3.450.000,00;R$ 15.972,22;https://drive.google.com/drive/folders/1dZ8lKdi1QRCt6ZF2jbR3l0QLlxp8ie5z
601181054-24;Ponto comercial/loja ;Pinheiros ;Teodoro Sampaio, 727;x;560;0;0;0;;Maravilhoso ponto comercial/loja em Pinheiros ;R$ 0,00;R$ 41.500,00;R$ 4.800.000,00;R$ 8.571,43;https://drive.google.com/drive/folders/169TLdq76U8mkYoOyJkD8tjz4g89XUSHf
601351189-73;Espaço Raposo ;Jardim Olympia ;Bernardo dos Santos, 10;131 bloco 4;134;4;1;2;2000;Maravilhoso apartamento no Jardim Olympia ;R$ 556,00;R$ 1.113,00;R$ 1.449.800,00;R$ 10.819,40;https://drive.google.com/drive/folders/1aOTNTQ-O541Dh0lF8Jn61V3kzYxAf509
601181047-27;Jardim Paulista ;Itaim Bibi;Jacurici, 166;101;108;3;1;1;1976;Maravilhoso apartamento no Itaim Bibi ;R$ 2.180,00;R$ 4.500,00;R$ 1.907.000,00;R$ 17.657,41;https://drive.google.com/drive/folders/1u29YKcEh82cT9hzQdV82zH3Nk4HQmqsF
601251037-61;Burgman Classic;Jardim Trussardi ;Tristão de Campos, 175;14;32;1;0;0;2024;Ótimo apartamento no Jardim Trussardi ;R$ 382,00;R$ 1.000,00;R$ 333.200,00;R$ 10.412,50;https://drive.google.com/drive/folders/18MHYczMuXl3QoHjN_lpTGYui-BlDvH3p
601251090-45;Novo Fatto Diadema ;Centro de Diadema ;Francisco de Salles, 191;65;46;2;0;1;2019;Lindo apartamento no Centro de Diadema ;R$ 600,00;R$ 0,00;R$ 308.000,00;R$ 6.695,65;https://drive.google.com/drive/folders/1RpGRjqyqN-Q_0HL-fP_mZA_c1LPxzetO
601251054-57;Casa/sobrado;Jardim Santo Amaro ;Darwin, 710;x;286;3;2;6;;Maravilhoso sobrado no Jardim Santo Amaro ;R$ 0,00;R$ 13.616,00;R$ 2.150.000,00;R$ 7.517,48;https://drive.google.com/drive/folders/1E7QiZYzkH1bYVnXC9bcEdZc3OAr2G4o3
601251054-63;Isabelle ;Vila Sônia ; Doutor José Maria Whitaker, 422;6;377;4;4;4;1995;Maravilhoso apartamento na Vila Sônia ;R$ 5.300,00;R$ 25.000,00;R$ 2.100.000,00;R$ 5.570,29;https://drive.google.com/drive/folders/1iXsAYFxn0cKGLiXUckTnaZOxKpJZcVb6
602011024-16;Le Mans ;Vila Firmiano Pinto ;Saioá, 239;135;87;3;1;2;1985;Ótimo apartamento na Vila Firmiano Pinto ;R$ 1.644,00;R$ 3.880,00;R$ 530.000,00;R$ 6.091,95;https://drive.google.com/drive/folders/1IOctFMSk-dgXS1rbVuHGn_QzvI1kc5EM
601251044-34;Villa Hípica Residence ;jardim coronel - Itanhaém ;Conceição de Itanhaém, 2450;casa 31;82;2;1;2;2027;Ótima casa de condomínio no Jardim Coronel - Itanhaém ;R$ 350,00;R$ 1.400,00;R$ 340.000,00;R$ 4.146,34;https://drive.google.com/drive/folders/13d8ilTqwvy7r1FNaXS0IiDkbi1Jopekr
601251086-356;Saint Laurent ;Vila Olímpia ;Santa Justina, 446;27;60;1;1;1;1982;Ótimo apartamento na Vila Olímpia ;R$ 900,00;R$ 2.000,00;R$ 820.000,00;R$ 13.666,67;https://drive.google.com/drive/folders/1DOsOLajoTJ4gXJAqV2vOK4Hd3cvLIyZQ
602011001-92;Varandas de Campo Belo ;Brooklin Paulista;Barão do Triunfo, 277;51;129;3;2;3;1997;Maravilhoso apartamento no Brooklin Paulista ;R$ 1.567,00;R$ 6.460,00;R$ 1.590.000,00;R$ 12.325,58;https://drive.google.com/drive/folders/1leqwSRQiCUpvsVzybWXYcioLkvKtz7j0
601251090-49;Plaza Barcelona ;Santa Paula - Centro de São Caetano do Sul ;Alegre, 559;72;147;3;1;1;1995;Maravilhoso apartamento no Centro de São Caetano do Sul ;R$ 950,00;R$ 1.880,00;R$ 760.000,00;R$ 5.170,07;https://drive.google.com/drive/folders/1TqZQvD3Dhw7ydGT-2JyhMwZuBVIg7l8_
602011001-90;Vitta Campo Belo;Campo Belo ;Morais de Barros, 880;164;26;1;0;0;2022;Ótimo estúdio no Campo Belo ;R$ 537,00;R$ 510,00;R$ 550.000,00;R$ 21.153,85;https://drive.google.com/drive/folders/1_1jUSMWBWg94T8yPXGydTB7hW-sZKQEz
601251048-58;Saint Patrick;Perdizes;Monte Alegre, nº 632;51;177;3;1;3;1996;Magnífico apartamento em Perdizes;R$ 3.600,00;R$ 1.280,00;R$ 2.220.000,00;R$ 12.542,37;https://drive.google.com/drive/folders/1tNCuXA8PY8-m5OYLzDfFahMYj5TFEPFT?usp=sharing
601351163-13;Casa;Bosque da Saúde ;Vitor Costa, 443;x;282;5;1;4;1983;Maravilhosa casa no Bosque da Saúde ;R$ 0,00;R$ 9.306,00;R$ 1.150.000,00;R$ 4.078,01;https://drive.google.com/drive/folders/1z3SE318RtfmqPRYrLCe-VTewoAC-Ay1l
601181028-42;Essência Alto Da Boa Vista ;Santo Amaro;Coronel Luís Barroso, 370;114;101;2;2;0;2012;Maravilhoso apartamento em Santo Amaro ;R$ 1.080,00;R$ 406,00;R$ 1.330.000,00;R$ 13.168,32;https://drive.google.com/drive/folders/1SLxI-6ja9sOARgHlk8iJinScUFEoaUVE
601251072-69;Adriana;Vila Olímpia ;Alvorada, 750;64;67;2;0;1;1977;Lindo apartamento na Vila Olímpia ;R$ 1.187,00;R$ 5.000,00;R$ 680.000,00;R$ 10.149,25;https://drive.google.com/drive/folders/11YxwxJX1To1DVmmLptY6mcvdWt6p3kKm
601251044-42;Villa Hípica Residence ;Jardim Coronel - Itanhaém ;Conceição de Itanhaém, 2450;casa 114;82;2;1;2;2027;Ótima casa de condomínio no Jardim Coronel - Itanhaém ;R$ 350,00;R$ 1.400,00;R$ 340.000,00;R$ 4.146,34;https://drive.google.com/drive/folders/1img1VGsknG6ufK757S-X66dk7LnP-V15
601251044-41;Villa Hípica Residence ;Jardim Coronel - Itanhaém ;Conceição de Itanhaém, 2450;casa 96;82;2;1;2;2027;Ótima casa de condomínio no Jardim Coronel - Itanhaém ;R$ 350,00;R$ 1.400,00;R$ 340.000,00;R$ 4.146,34;https://drive.google.com/drive/folders/1V8C2GwUSUz8r4Wo3sfbVI7bDAPlm-7CC
601251044-40;Villa Hípica Residence ;Jardim Coronel - Itanhaém ;Conceição de Itanhaém, 2450;casa 64;82;2;1;2;2027;Ótima casa de condomínio no Jardim Coronel - Itanhaém ;R$ 350,00;R$ 1.400,00;R$ 340.000,00;R$ 4.146,34;https://drive.google.com/drive/folders/1WDSdPH_ylhG-XcaoANatvTsiNb3Y9gLG
601251044-39;Villa Hípica Residence ;Jardim Coronel - Itanhaém ;Conceição de Itanhaém, 2450;casa 46;82;2;1;2;2027;Ótima casa de condomínio no Jardim Coronel - Itanhaém ;R$ 350,00;R$ 1.400,00;R$ 340.000,00;R$ 4.146,34;https://drive.google.com/drive/folders/1rC3ysU6j-jFoRAvNBVql6_y8U7Og69nh
601251044-38;Villa Hípica Residence ;Jardim Coronel - Itanhaém ;Conceição de Itanhaém, 2450;casa 36;82;2;1;2;2027;Ótima casa de condomínio no Jardim Coronel - Itanhaém ;R$ 350,00;R$ 1.400,00;R$ 340.000,00;R$ 4.146,34;https://drive.google.com/drive/folders/14pnwJeAXkiE1sKJ7YRjvtm-HRDUW29xo
601251044-37;Villa Hípica Residence ;Jardim Coronel - Itanhaém ;Conceição de Itanhaém, 2450;casa 16;82;2;1;2;2027;Ótima casa de condomínio no Jardim Coronel - Itanhaém ;R$ 350,00;R$ 1.400,00;R$ 340.000,00;R$ 4.146,34;https://drive.google.com/drive/folders/1U3HVF5GZHQ2yvZqLLtsJmHD1XodtD97y
601251044-36;Villa Hípica Residence ;Jardim Coronel - Itanhaém ;Conceição de Itanhaém, 2450;casa 53;82;2;1;2;2027;Ótima casa de condomínio no Jardim Coronel - Itanhaém ;R$ 350,00;R$ 1.400,00;R$ 340.000,00;R$ 4.146,34;https://drive.google.com/drive/folders/1-2QHndEP_ekxK0ehMVX4iH8y0R2tt7bM
601251044-35;Villa Hípica Residence ;jardim coronel - Itanhaém ;Conceição de Itanhaém, 2450;casa 37;82;2;1;2;2027;Ótima casa de condomínio no Jardim Coronel - Itanhaém ;R$ 350,00;R$ 1.400,00;R$ 340.000,00;R$ 4.146,34;https://drive.google.com/drive/folders/1JyZXKIjArKA4pvyux78VEYVHbxDKQMSg
601181028-46;Tolouse ;Indianópolis;Jauaperi, 1096;141;73;1;1;1;1979;Ótimo apartamento em Indianópolis ;R$ 1.180,00;R$ 1.870,00;R$ 950.000,00;R$ 13.013,70;https://drive.google.com/drive/folders/1vMvW93ICATnwGIOC9z_c1Ub9dGBct0Xm
601181067-7;Ipiranga Premium ;Ipiranga ;Gama Lobo, 1217;223 B;202;3;3;4;2003;Maravilhoso apartamento no Ipiranga ;R$ 1.446,00;R$ 7.994,00;R$ 2.250.000,00;R$ 11.138,61;https://drive.google.com/drive/folders/10fpN-L7N9_hpnBlk7FViiym44Jax55NR
601251181-6;Soul Paulista ;Bela Vista ;Paim, 285;605;31;1;0;1;2014;Lindo apartamento na Bela Vista ;R$ 477,35;R$ 1.827,40;R$ 420.000,00;R$ 13.548,39;https://drive.google.com/drive/folders/1cqY4bftxI7laDG6EAKQsJwt95indDNFn
601251152-14;Wise Jardim Prudência ;Jardim Prudência;Cupecê, 1360;161;58;2;1;1;;Lindo apartamento no Jardim Prudência ;R$ 797,00;R$ 44,00;R$ 650.000,00;R$ 11.206,90;https://drive.google.com/drive/folders/1hrHP5IQ71W22FO4ja-lDXkw4Bv7aUCz0
601251043-48;Quatiara ;Butantã;Caxingui, 191;144;84;1;0;1;1980;Lindo apartamento no Butantã ;R$ 1.352,00;R$ 3.151,00;R$ 770.000,00;R$ 9.166,67;https://drive.google.com/drive/folders/1epcDS32_MOQdIeJv_w_Vub-Qg_rpgZr7
601181047-22; Circolo SBCampo;Centro - São Bernardo do Campo ;;24;55;2;1;1;2019;Lindo apartamento no centro de São Bernardo do Campo ;R$ 323,00;R$ 1.402,00;R$ 410.000,00;R$ 7.454,55;https://drive.google.com/drive/folders/1AXMpsEN7v7GGM_b9xYQoDOGvLVlo0TIj
601251021-266;José Maria Lisboa ;Jardim Paulista ;José Maria Lisboa, 731;11;224;3;3;2;1966;Maravilhoso apartamento no Jardim Paulista ;R$ 5.100,00;R$ 10.000,00;R$ 2.200.000,00;R$ 9.821,43;https://drive.google.com/drive/folders/1I4FpJudml3HRgpFs1Fia0X-VPUUNLrKu
601251021-186;Casa ;Vila Madalena ;Antônio Borba, 407;x;140;3;1;2;;Maravilhosa casa na Vila Madalena ;R$ 0,00;R$ 4.580,00;R$ 990.000,00;R$ 7.071,43;https://drive.google.com/drive/folders/1m70Gyq8q0pih4uc9o0eCuMrg7HndzTlJ
601251032-54;Monte Tabor;Brooklin;Nova York, 730;102;73;2;0;1;1988;Lindo apartamento no Brooklin;R$ 1.300,00;R$ 2.480,00;R$ 699.000,00;R$ 9.575,34;https://drive.google.com/drive/folders/1VmDFfNFb_24CmyrpxQUjVkNA7gRLzlak
601181065-9;Mansão Ravena ;Paraíso ;Afonso de Freitas, 576;22;100;3;1;2;1976;Maravilhoso apartamento no Paraíso ;R$ 1.354,00;R$ 3.680,00;R$ 894.487,00;R$ 8.944,87;https://drive.google.com/drive/folders/1rwabKx_L9Tqj9KUt324-dB9DEILxN8Sq
601251088-63;Casa/sobrado;Jardim Aeroporto;Pindaúva, 27;x;98;3;3;2;2015;Ótima casa/sobrado no Jardim Aeroporto ;R$ 0,00;R$ 2.254,00;R$ 799.000,00;R$ 8.153,06;https://drive.google.com/drive/folders/1C970M7XKfq9QB9mJ69r-6C2imSCnT7YO
601181062-8;Casa/sobrado ;Vila do Bosque ;Vuturuna, 147;x;200;4;2;3;2006;Maravilhosa casa/sobrado na Vila do Bosque ;R$ 0,00;R$ 7.651,00;R$ 1.429.000,00;R$ 7.145,00;https://drive.google.com/drive/folders/1eI932lpTTT2MPnC0Mnr7i79DZ-sBg6iQ
602011001-89;Quartier Vila Mascote ;Vila Alexandria ;Maratona, 285;102 B;108;2;2;0;2013;Maravilhoso apartamento na Vila Alexandria ;R$ 1.400,00;R$ 3.924,00;R$ 1.300.000,00;R$ 12.037,04;https://drive.google.com/drive/folders/1HQMmorDi7LzsIqXGgrf-r94P6Dk5DxDF
601251226-43;Guaravai ;Moema ;Macuco, 184;63;91;3;0;1;1972;Lindo apartamento em Moema ;R$ 1.293,00;R$ 1.588,00;R$ 1.100.000,00;R$ 12.087,91;https://drive.google.com/drive/folders/1dpTprvQxoYKnPGrQoN6Xzb7DjQ7A3kjE
601251084-108;Viva Benx Vila Olímpia ;Vila Olímpia ;Raja Gabaglia, 289;220;24;1;0;0;2023;Lindo estúdio na Vila Olímpia ;R$ 376,00;R$ 0,00;R$ 420.000,00;R$ 17.500,00;https://drive.google.com/drive/folders/1u6t_tkOApepFC0iqt0n9-OvNEoRHwoBM
601251165-20;Itaparica ;Vila Clementino ;Mirassol, 272;61;97;3;1;2;1998;Lindo apartamento na Vila Clementino ;R$ 1.759,00;R$ 6.675,00;R$ 1.189.000,00;R$ 12.257,73;https://drive.google.com/drive/folders/1I1rgm6F4_XLrClNX_GhwpsXk0oNyWmHr
 601251077-13;Core Pinheiros ;Pinheiros;Alves Guimarães, 287;804;36;1;1;1;2022;Lindo apartamento em Pinheiros;R$ 458,00;R$ 590,00;R$ 850.000,00;R$ 23.611,11;https://drive.google.com/drive/folders/1wH-64UA9OcDPT6GsYGjIE2hL8dwhuWEH
601251043-33;Blanc Et Rouge ;Vila Sônia;Manoel Antonio Pinto, 4;71 A;210;4;4;3;1985;Maravilhoso apartamento na Vila Sônia;R$ 2.846,00;R$ 655,00;R$ 498.000,00;R$ 2.371,43;https://drive.google.com/drive/folders/1ELcKi76RJqR3wUnRGYLT-W1Ku_th9OD3
601251165-41;Duplex Life ;Itaim Bibi ;Jesuíno Arruda, 710 ;611;70;1;1;1;1984;Ótimo duplex no Itaim Bibi ;R$ 1.639,00;R$ 1.114,00;R$ 1.380.000,00;R$ 19.714,29;https://drive.google.com/drive/folders/1f5MkcvAxj4s5Z92lfsIDJNbjVDMqkDfx
601251090-48;Campestre II ;Campestre - Santo André ;João Ribeiro, 521;62;141;4;1;1;1995;Maravilhoso apartamento em Campestre - Santo André ;R$ 1.173,00;R$ 2.880,00;R$ 520.000,00;R$ 3.687,94;https://drive.google.com/drive/folders/1H8cxrJ3ZtJnQySiwnSRR3yai0GB-yNyv
601181052-42;Origem Tatuapé By Helbor ;Tatuapé ;Celso Garcia, 5640;75;135;3;1;2;2018;Maravilhoso apartamento no Tatuapé ;R$ 767,00;R$ 3.383,00;R$ 1.034.750,00;R$ 7.664,81;https://drive.google.com/drive/folders/1uw5jYCiCgJc8aP_wG5lM_clXr1oE1zeS
601251086-354;Club Park Butanta ;Butantã;Trajano Reis, 777;91 C;105;2;2;2;2011;Maravilhoso apartamento no Butantã ;R$ 1.500,00;R$ 3.885,00;R$ 1.550.000,00;R$ 14.761,90;https://drive.google.com/drive/folders/1V6ZkSv2k6VOmWHfvXakAvK7dROaIakeW
602011004-77;Casa/sobrado;Vila Campestre ;Benigno Carrera, 583;x;130;3;1;0;;Maravilhosa casa/sobrado na Vila Campestre ;R$ 0,00;R$ 1.252,00;R$ 550.000,00;R$ 4.230,77;https://drive.google.com/drive/folders/1SrImdBFsWQ-sBlFf8vRMzh8UU9QaxHYs
601251032-68;Casa;Jardim Prudência;Coronel Francisco Júlio César Alfieri, 506;x;320;3;1;0;1997;Maravilhosa casa no Jardim Prudência ;R$ 0,00;R$ 3.725,00;R$ 1.090.000,00;R$ 3.406,25;https://drive.google.com/drive/folders/1wpc32HKsJHgXxZ-TEYllpye0no4j3nqa
601251048-95;Casa;Vila Mariana ;Pageú, 304;x;243;3;3;6;2012;Maravilhosa casa na Vila Mariana ;R$ 0,00;R$ 7.508,00;R$ 1.395.000,00;R$ 5.740,74;https://drive.google.com/drive/folders/1AQ-q_XV67_wiKNar-8r27C-hmqynK7c5
601251163-15; Cgh Aeroporto Offices;Vila Congonhas ;Baronesa de Bela Vista, 411;232;33;0;0;1;2015;Ótima conjunto comercial/sala na Vila Congonhas ;R$ 513,00;R$ 2.787,00;R$ 285.000,00;R$ 8.636,36;https://drive.google.com/drive/folders/1pKK6zdYXGQhrp_IB6Rdv_PnlSN09LJDI
601251010-349;Gardener Jardins Residenciais ;Brooklin;Michigan, 282;12;165;2;2;2;2023;Maravilhoso apartamento garden no Brooklin;R$ 1.844,00;R$ 9.292,21;R$ 2.890.000,00;R$ 17.515,15;https://drive.google.com/drive/folders/1EaYcTTDUo0ptlnqwzMFD3JuzckWv7NPv
601251125-30;Villa Lungarno ;Real Parque;Camillo Nader, 378;11;152;4;2;3;1998;Maravilhoso apartamento no Real Parque ;R$ 2.608,72;R$ 11.490,00;R$ 990.000,00;R$ 6.513,16;https://drive.google.com/drive/folders/13CoFrUTOUFJVSd5Bl4-b-cyLBhcy39Cx
601251022-63;Benx Vila Mariana;Vila Clementino;DIOGO DE FARIA, nº 301;304;31;1;0;0;2022;Belo Estudio na Vila Clementino;R$ 488,00;R$ 0,00;R$ 390.000,00;R$ 12.580,65;https://drive.google.com/drive/folders/1vYs6ZIiDcatxU--cbnC0TPEqNKphjsBS?usp=sharing
601351208-105;Today Pinheiros ;Pinheiros ;Cardeal Arcoverde, 2004;908;25;1;0;0;;Lindo apartamento em Pinheiros ;R$ 474,00;R$ 684,00;R$ 395.000,00;R$ 15.800,00;https://drive.google.com/drive/folders/1Zwwq7UYl50Mrs_UuFNdog-BEhZ7yMoF6
601251022-123;Maison de Chambertin;Vila Clementino ;Doutor Diogo de Faria, 477;161;186;4;1;4;2003;Maravilhoso apartamento na Vila Clementino ;R$ 2.897,00;R$ 18.100,00;R$ 2.390.000,00;R$ 12.849,46;https://drive.google.com/drive/folders/1fW9tZLrbO_Bk9AVeg9cYyxwLrE5mtDzu
601251087-33;Vila Nova Reserved;Vila Nova Conceição;Hélio Pellegrino, 720;41;236;3;3;5;2013;Maravilhoso apartamento na Vila Nova Conceição ;R$ 2.611,00;x;R$ 7.100.000,00;R$ 30.084,75;https://drive.google.com/drive/folders/1sUWbBmgut42u0ErvmLpLYO0QmWB1Fi_f
601251010-341;The Gift ;Vila Cruzeiro;Luis Correia de Melo, 148;torre 2 ap 94;167;3;3;3;2010;Maravilhoso apartamento na Vila Cruzeiro ;R$ 1.900,00;R$ 7.300,00;R$ 2.300.000,00;R$ 13.772,46;https://drive.google.com/drive/folders/1KjDoE2tdPT51v9htO26B0yg4N3zoEdI-
601251163-13;Indiana Brooklin ;Brooklin Paulista ;Indiana, 340;91;90;3;1;2;1990;Lindo apartamento no Brooklin Paulista ;R$ 1.664,00;R$ 4.085,00;R$ 790.000,00;R$ 8.777,78;https://drive.google.com/drive/folders/1hEd68Y09FHylLK6cEW4G9FYPlDsN3kin
601251047-999;Modular Delta ;Moema;Lavandisca, 52;103;121;3;1;1;1972;Maravilhoso apartamento em Moema ;R$ 2.300,00;R$ 223,85;R$ 1.650.000,00;R$ 13.636,36;https://drive.google.com/drive/folders/1JuQkSOGFGDdM82w3R-7MToXdQu9iODga
601251039-58;Seletto;Campo Belo ;Gil Eanes, 635;72;186;3;3;3;2021;Maravilhoso apartamento no Campo Belo ;R$ 2.001,00;R$ 17.000,00;R$ 3.199.000,00;R$ 17.198,92;https://drive.google.com/drive/folders/1p7tzX5Tj8rH8ay3RFtZ1W2QK2KEW5bjQ
601181067-4;Metrocasa Sacomã ;Vila Moraes ;Marquês de Lages, 1150;907;81;1;0;0;2024;Ótimo apartamento na Vila Moraes ;R$ 597,15;R$ 0,00;R$ 420.000,00;R$ 5.185,19;https://drive.google.com/drive/folders/1Lh_WswEZ1vV7Wzx-aJwaLj9RyuRGrdNV
601251099-19;Maison De France;Moema;Aicás, nº800;81;300;4;;3;1984;Lindo apartamento em Moema;R$ 4.000,00;R$ 2.707,00;R$ 2.900.000,00;R$ 9.666,67;https://drive.google.com/drive/folders/143vBe_ylN1eR6rmlN-vURggx0P8aL22r?usp=sharing
601251044-30;Terreno;Chácara Vista Alegre ;Itupu;lote 7 quadra B ;2913;0;0;0;1986;Ótimo terreno residencial para venda na Chácara Vista Alegre ;R$ 0,00;R$ 7.216,00;R$ 790.000,00;R$ 271,20;https://drive.google.com/drive/folders/1cCyBv6Wcyu4AVEv5a6uOm78XNtMn1BLl
601251099-136;Maison George V ;Indianópolis;Jurema, 45 ;24;95;3;3;2;1993;Lindo apartamento em Indianópolis ;R$ 1.280,00;R$ 450,81;R$ 1.280.000,00;R$ 13.473,68;https://drive.google.com/drive/folders/1dp-C_SuaMZhK84OCOI9CgqD2c8EJX2gg
601251009-12;Mont Blanc;Vila Andrade;Joao Sussumo Hirata, nº 38;171;357;4;;4;1989;Cobertura Charmosa com Vista;R$ 3.947,00;R$ 18.469,00;R$ 1.690.000,00;R$ 4.733,89;https://drive.google.com/drive/folders/1ON0o6EHIFDUTDik0du3a6sDe3vNQySxu?usp=sharing
601251181-5;Silvana;Perdizes ;Caetés, 707;192;237;3;1;0;1979;Maravilhosa cobertura em Perdizes ;R$ 3.774,00;R$ 7.437,00;R$ 1.999.000,00;R$ 8.434,60;https://drive.google.com/drive/folders/1NNpLCRCAGiYov1JE0j1-6CH0XrUCIl0L
